cords,emotion,x,y,dist
"(0.48, 0.87)",fear,0.48,0.87,0.6739294646122335
"(0.87, 0.76)",fear,0.87,0.76,0.8142072038645809
"(0.96, 0.67)",fear,0.96,0.67,0.8353445419059803
"(0.94, 0.91)",fear,0.94,0.91,0.9666070427121785
"(0.98, 0.4)",fear,0.98,0.4,0.75278119309075
"(0.08, 0.52)",fear,0.08,0.52,0.3262026915888408
"(0.49, 0.13)",fear,0.49,0.13,0.2681583399793929
"(0.57, 0.92)",fear,0.57,0.92,0.7551680775631566
"(0.4, 0.37)",fear,0.4,0.37,0.20347801083878644
"(0.83, 0.93)",fear,0.83,0.93,0.9059452893682243
"(0.74, 0.42)",fear,0.74,0.42,0.5274690328495019
"(0.15, 0.03)",fear,0.15,0.03,0.22898639572336568
"(0.34, 0.78)",fear,0.34,0.78,0.5498504057714945
"(0.49, 0.86)",fear,0.49,0.86,0.6681729185971679
"(0.48, 0.55)",anger,0.48,0.55,0.39037969707442044
"(0.62, 0.55)",fear,0.62,0.55,0.4877138908791175
"(0.44, 0.93)",joy,0.44,0.93,0.7185721663393084
"(0.37, 0.8)",fear,0.37,0.8,0.5753361560890301
"(0.31, 0.05)",fear,0.31,0.05,0.19943577804957152
"(0.42, 0.89)",fear,0.42,0.89,0.6746948133079871
"(0.08, 0.42)",fear,0.08,0.42,0.24515404074196306
"(0.25, 0.76)",fear,0.25,0.76,0.5215648323281418
"(0.11, 0.58)",fear,0.11,0.58,0.3671614041523224
"(0.71, 0.89)",fear,0.71,0.89,0.8005966831973871
"(0.04, 0.24)",fear,0.04,0.24,0.2047610244130594
"(0.33, 0.62)",joy,0.33,0.62,0.390945349032156
"(0.22, 0.84)",fear,0.22,0.84,0.6020476250704351
"(0.32, 0.69)",fear,0.32,0.69,0.457764956544692
"(0.12, 0.6)",fear,0.12,0.6,0.3824577496476423
"(0.45, 0.76)",fear,0.45,0.76,0.560471030847612
"(0.41, 0.72)",fear,0.41,0.72,0.509102267797667
"(0.83, 0.64)",fear,0.83,0.64,0.709749645745715
"(0.15, 0.59)",fear,0.15,0.59,0.364084943865377
"(0.58, 0.48)",fear,0.58,0.48,0.4131947171993885
"(0.39, 0.55)",joy,0.39,0.55,0.3437328205799678
"(0.81, 0.84)",joy,0.81,0.84,0.825439370300304
"(0.45, 0.94)",fear,0.45,0.94,0.730945704258005
"(0.96, 0.69)",joy,0.96,0.69,0.8458498933934143
"(0.52, 0.6)",joy,0.52,0.6,0.4543894083947631
"(0.22, 0.73)",fear,0.22,0.73,0.49216143826440695
"(0.27, 0.95)",fear,0.27,0.95,0.7119861514916481
"(0.4, 0.72)",fear,0.4,0.72,0.5059448823457278
"(0.98, 0.42)",fear,0.98,0.42,0.7573249389348481
"(0.52, 0.95)",fear,0.52,0.95,0.7629198237942607
"(0.55, 0.61)",joy,0.55,0.61,0.4808484054323122
"(0.48, 0.12)",surprise,0.48,0.12,0.2633879856121751
"(0.22, 0.18)",joy,0.22,0.18,0.0634867988024441
"(0.22, 0.24)",fear,0.22,0.24,0.02480300398736812
"(0.18, 0.54)",fear,0.18,0.54,0.30841317337346974
"(0.97, 0.95)",joy,0.97,0.95,1.0160053824948692
"(0.87, 0.38)",fear,0.87,0.38,0.6410648485572644
"(0.15, 0.78)",fear,0.15,0.78,0.549765824450802
"(0.65, 0.46)",surprise,0.65,0.46,0.4618469460700265
"(0.32, 0.31)",anger,0.32,0.31,0.10382448974655768
"(0.45, 0.58)",fear,0.45,0.58,0.3984644654991692
"(0.39, 0.59)",fear,0.39,0.59,0.38036210230113254
"(0.09, 0.56)",fear,0.09,0.56,0.3568419370362408
"(0.39, 0.71)",fear,0.39,0.71,0.493401013006832
"(0.77, 0.88)",neutral,0.77,0.88,0.82912824734492
"(0.93, 0.44)",fear,0.93,0.44,0.7142675451605893
"(0.35, 0.06)",fear,0.35,0.06,0.20718344339398262
"(0.64, 0.29)",fear,0.64,0.29,0.3985908046684443
"(0.64, 0.39)",sadness,0.64,0.39,0.42329932893158506
"(0.89, 0.58)",fear,0.89,0.58,0.7300611720129507
"(0.31, 0.5)",fear,0.31,0.5,0.2695537886041547
"(0.5, 0.19)",joy,0.5,0.19,0.25980455305866784
"(0.7, 0.9)",fear,0.7,0.9,0.8030447828561814
"(0.41, 0.04)",fear,0.41,0.04,0.2582495138125525
"(0.63, 0.68)",joy,0.63,0.68,0.5859775887022838
"(0.05, 0.56)",fear,0.05,0.56,0.3759209858576613
"(0.62, 0.11)",fear,0.62,0.11,0.3966244989944539
"(0.16, 0.77)",fear,0.16,0.77,0.538253274591243
"(0.34, 0.28)",fear,0.34,0.28,0.10390864828596118
"(0.65, 0.52)",fear,0.65,0.52,0.4934442389762245
"(0.15, 0.07)",surprise,0.15,0.07,0.19328177966237464
"(0.69, 0.92)",fear,0.69,0.92,0.8140869527447144
"(0.55, 0.37)",joy,0.55,0.37,0.3323803957340683
"(0.12, 0.89)",fear,0.12,0.89,0.663374884931474
"(0.87, 0.52)",fear,0.87,0.52,0.6857075975126116
"(0.95, 0.65)",fear,0.95,0.65,0.8165378559048431
"(0.09, 0.57)",fear,0.09,0.57,0.3658783093578322
"(0.39, 0.57)",sadness,0.39,0.57,0.3619582716355557
"(0.33, 0.09)",surprise,0.33,0.09,0.17119432437760632
"(0.67, 0.8)",fear,0.67,0.8,0.7043852253207431
"(0.9, 0.63)",fear,0.9,0.63,0.7633138647631553
"(0.75, 0.45)",fear,0.75,0.45,0.5477415297495634
"(0.52, 0.91)",fear,0.52,0.91,0.7257572463401168
"(1.0, 0.2)",fear,1.0,0.2,0.7562234658257694
"(0.42, 0.92)",fear,0.42,0.92,0.7037083194030089
"(0.94, 0.97)",sadness,0.94,0.97,1.0092144422298952
"(0.94, 0.44)",fear,0.94,0.44,0.7238667150619853
"(0.01, 0.29)",fear,0.01,0.29,0.24034607955580709
"(0.31, 0.8)",fear,0.31,0.8,0.5653161256093181
"(0.57, 0.13)",fear,0.57,0.13,0.34285281993832933
"(0.83, 0.71)",fear,0.83,0.71,0.7515716494463801
"(0.57, 0.86)",joy,0.57,0.86,0.7014942693891506
"(0.85, 0.91)",sadness,0.85,0.91,0.904038228769518
"(0.97, 0.13)",fear,0.97,0.13,0.7333102074398451
"(0.48, 0.97)",fear,0.48,0.97,0.7684325706138593
"(0.79, 0.15)",fear,0.79,0.15,0.552374227230865
"(0.36, 0.26)",fear,0.36,0.26,0.11724017629152271
"(0.94, 0.49)",fear,0.94,0.49,0.7393489482838774
"(0.72, 0.28)",fear,0.72,0.28,0.47705662260850074
"(0.38, 0.42)",joy,0.38,0.42,0.22637879061202978
"(0.5, 0.58)",neutral,0.5,0.58,0.4263782426320721
"(0.32, 0.28)",joy,0.32,0.28,0.08594892075427923
"(0.06, 0.77)",fear,0.06,0.77,0.5627322956426483
"(0.11, 0.77)",fear,0.11,0.77,0.5483540025236621
"(0.71, 1.0)",sadness,0.71,1.0,0.8924088248583824
"(0.99, 0.73)",sadness,0.99,0.73,0.8927484552724876
"(0.77, 0.39)",fear,0.77,0.39,0.5466680512317933
"(0.5, 0.89)",fear,0.5,0.89,0.6997515644454539
"(0.64, 0.6)",fear,0.64,0.6,0.5356570504717398
"(0.55, 0.38)",fear,0.55,0.38,0.33646321745341656
"(0.53, 0.62)",fear,0.53,0.62,0.4763781775310204
"(0.45, 0.26)",fear,0.45,0.26,0.2063717879966234
"(0.25, 0.51)",joy,0.25,0.51,0.2715891079411174
"(0.23, 0.36)",joy,0.23,0.36,0.12243085755202103
"(0.5, 0.4)",neutral,0.5,0.4,0.3020671442513535
"(0.84, 0.41)",fear,0.84,0.41,0.6194689358098361
"(0.86, 0.09)",fear,0.86,0.09,0.6329035765885239
"(0.94, 0.37)",fear,0.94,0.37,0.7075787140376997
"(0.63, 0.81)",fear,0.63,0.81,0.6892530264433685
"(0.02, 0.02)",surprise,0.02,0.02,0.3134331887850619
"(0.97, 0.29)",fear,0.97,0.29,0.7270737019228355
"(0.87, 0.83)",fear,0.87,0.83,0.8607257144063745
"(0.54, 0.23)",fear,0.54,0.23,0.29536598167810646
"(0.43, 0.65)",fear,0.43,0.65,0.45130868003078894
"(0.22, 0.17)",joy,0.22,0.17,0.07279975543511656
"(0.05, 0.36)",surprise,0.05,0.36,0.22956742580952416
"(0.54, 0.74)",disgust,0.54,0.74,0.5819882248825162
"(0.09, 0.69)",surprise,0.09,0.69,0.4773218704687397
"(0.53, 0.12)",surprise,0.53,0.12,0.30886519144978913
"(0.38, 0.73)",surprise,0.38,0.73,0.5098050637182916
"(0.18, 0.73)",surprise,0.18,0.73,0.49578553921520263
"(0.28, 0.79)",surprise,0.28,0.79,0.5526634304244091
"(0.92, 0.29)",surprise,0.92,0.29,0.6772087510533963
"(0.48, 0.59)",surprise,0.48,0.59,0.4229886343756687
"(0.79, 0.72)",surprise,0.79,0.72,0.7274414980345439
"(0.87, 0.4)",surprise,0.87,0.4,0.6457752538749738
"(0.53, 0.54)",surprise,0.53,0.54,0.41507832294835945
"(0.21, 0.44)",surprise,0.21,0.44,0.20451327222771365
"(0.73, 0.27)",surprise,0.73,0.27,0.48626859558144964
"(0.87, 0.21)",surprise,0.87,0.21,0.625892213669951
"(0.13, 0.18)",surprise,0.13,0.18,0.12878865508314805
"(0.93, 0.47)",joy,0.93,0.47,0.7233052148035726
"(0.16, 0.3)",surprise,0.16,0.3,0.10473983846675605
"(0.08, 0.61)",surprise,0.08,0.61,0.4064297221866622
"(0.44, 0.14)",neutral,0.44,0.14,0.21866684478173043
"(0.04, 0.03)",joy,0.04,0.03,0.29220014249231924
"(0.36, 0.15)",surprise,0.36,0.15,0.14528178618948
"(0.5, 0.94)",surprise,0.5,0.94,0.7465293685433323
"(0.25, 0.67)",neutral,0.25,0.67,0.4315703317473985
"(0.41, 0.08)",surprise,0.41,0.08,0.22894516441169202
"(0.12, 0.33)",surprise,0.12,0.33,0.15473577813411296
"(0.46, 0.75)",surprise,0.46,0.75,0.5549791908653068
"(0.29, 0.14)",joy,0.29,0.14,0.10835941321994513
"(0.04, 0.11)",surprise,0.04,0.11,0.2417169359368216
"(0.3, 0.16)",surprise,0.3,0.16,0.09595934555739942
"(0.89, 0.28)",surprise,0.89,0.28,0.6465804187862839
"(0.94, 0.14)",surprise,0.94,0.14,0.7021822728120901
"(0.11, 0.33)",joy,0.11,0.33,0.1629056964316298
"(0.51, 0.76)",joy,0.51,0.76,0.5851129352943373
"(0.05, 0.02)",surprise,0.05,0.02,0.29266883870111204
"(0.74, 0.13)",surprise,0.74,0.13,0.506982517374003
"(0.94, 0.25)",anger,0.94,0.25,0.6953404962966087
"(0.24, 0.42)",joy,0.24,0.42,0.18160073064399757
"(0.55, 0.76)",surprise,0.55,0.76,0.6042985416731831
"(0.69, 0.74)",surprise,0.69,0.74,0.6706591686358494
"(0.63, 0.48)",surprise,0.63,0.48,0.45470248497886856
"(0.3, 0.56)",surprise,0.3,0.56,0.32624985092804815
"(0.03, 0.11)",surprise,0.03,0.11,0.25024424471661766
"(0.44, 0.13)",anger,0.44,0.13,0.22334820298365546
"(0.24, 0.54)",surprise,0.24,0.54,0.3015759541801444
"(0.08, 0.04)",surprise,0.08,0.04,0.2579365676341401
"(0.15, 0.28)",surprise,0.15,0.28,0.10346013819635363
"(0.03, 0.08)",surprise,0.03,0.08,0.2668892547883536
"(0.07, 0.22)",surprise,0.07,0.22,0.1757276983626439
"(0.32, 0.16)",joy,0.32,0.16,0.10871056162854924
"(0.18, 0.43)",surprise,0.18,0.43,0.2021885851669979
"(0.23, 0.07)",surprise,0.23,0.07,0.1691064965890299
"(0.09, 0.33)",surprise,0.09,0.33,0.17980121167579521
"(0.2, 0.55)",surprise,0.2,0.55,0.3147367867772265
"(0.22, 0.52)",surprise,0.22,0.52,0.2826247113547148
"(0.25, 0.77)",surprise,0.25,0.77,0.5315643362305751
"(0.08, 0.23)",surprise,0.08,0.23,0.1649723864999737
"(0.07, 0.41)",surprise,0.07,0.41,0.24487719239742958
"(0.2, 0.51)",surprise,0.2,0.51,0.27520204946143917
"(0.03, 0.09)",surprise,0.03,0.09,0.2610759344563416
"(0.39, 0.85)",surprise,0.39,0.85,0.6285501800707222
"(0.33, 0.69)",surprise,0.33,0.69,0.459514581428336
"(0.04, 0.16)",surprise,0.04,0.16,0.21927362648647847
"(0.67, 0.33)",surprise,0.67,0.33,0.4349855075792758
"(0.8, 0.16)",surprise,0.8,0.16,0.5607610464757334
"(0.98, 0.38)",surprise,0.98,0.38,0.7487442729060401
"(0.76, 0.4)",surprise,0.76,0.4,0.5399739182251683
"(0.75, 0.09)",surprise,0.75,0.09,0.5266052516873522
"(0.7, 0.56)",anger,0.7,0.56,0.5573461845445591
"(0.19, 0.41)",surprise,0.19,0.41,0.18006548979521034
"(0.04, 0.63)",surprise,0.04,0.63,0.44184508271416295
"(0.07, 0.43)",surprise,0.07,0.43,0.25928050026561233
"(0.53, 0.27)",joy,0.53,0.27,0.2869830046376498
"(0.95, 0.68)",surprise,0.95,0.68,0.8320615228563247
"(0.46, 0.19)",surprise,0.46,0.19,0.2206327839883134
"(0.28, 0.43)",anger,0.28,0.43,0.1947541399323347
"(0.76, 0.94)",surprise,0.76,0.94,0.8704213754412164
"(0.53, 0.19)",surprise,0.53,0.19,0.28933214668387525
"(0.26, 0.5)",surprise,0.26,0.5,0.26198238380925115
"(0.05, 0.69)",surprise,0.05,0.69,0.49174850036191864
"(0.31, 0.38)",surprise,0.31,0.38,0.1558525398625976
"(0.2, 0.08)",surprise,0.2,0.08,0.1646605329297203
"(0.15, 0.65)",surprise,0.15,0.65,0.42230612324955713
"(0.1, 0.34)",surprise,0.1,0.34,0.1768166848907321
"(0.72, 0.99)",sadness,0.72,0.99,0.8891949373220952
"(0.51, 0.49)",surprise,0.51,0.49,0.36554941911865513
"(0.23, 0.93)",surprise,0.23,0.93,0.6916958587665315
"(0.4, 0.43)",surprise,0.4,0.43,0.24655205592232377
"(0.07, 0.44)",surprise,0.07,0.44,0.266752970084225
"(0.28, 0.4)",joy,0.28,0.4,0.16533864438925258
"(0.12, 0.53)",surprise,0.12,0.53,0.31710967448211674
"(0.67, 0.44)",surprise,0.67,0.44,0.4705856493163192
"(0.03, 0.24)",surprise,0.03,0.24,0.21476075529246588
"(0.92, 0.38)",surprise,0.92,0.38,0.689919281931027
"(0.62, 0.24)",surprise,0.62,0.24,0.37524790899164456
"(0.28, 0.89)",surprise,0.28,0.89,0.6524910418053017
"(0.61, 0.42)",surprise,0.61,0.42,0.4078724607662947
"(0.51, 0.38)",surprise,0.51,0.38,0.300645831967657
"(0.21, 0.17)",surprise,0.21,0.17,0.07677831260530332
"(0.27, 1.0)",surprise,0.27,1.0,0.7619567744102906
"(0.57, 0.64)",surprise,0.57,0.64,0.5167371545659314
"(0.37, 0.19)",joy,0.37,0.19,0.13429359413753814
"(0.19, 0.36)",joy,0.19,0.36,0.13330316748428317
"(0.63, 0.94)",surprise,0.63,0.94,0.8003560048261915
"(0.11, 0.03)",joy,0.11,0.03,0.24822407016000161
"(0.83, 0.39)",surprise,0.83,0.39,0.6045455556589074
"(0.99, 0.27)",surprise,0.99,0.27,0.7459118042878985
"(0.12, 0.71)",surprise,0.12,0.71,0.4877626387947319
"(0.34, 0.42)",surprise,0.34,0.42,0.20500677164275527
"(0.58, 0.39)",joy,0.58,0.39,0.3679034537002331
"(0.24, 0.71)",surprise,0.24,0.71,0.4715624381380915
"(0.1, 0.58)",surprise,0.1,0.58,0.37094824651723307
"(0.17, 0.32)",surprise,0.17,0.32,0.11062037483427598
"(0.15, 0.82)",surprise,0.15,0.82,0.5892075514257662
"(0.01, 0.04)",surprise,0.01,0.04,0.3074036551321659
"(0.65, 0.57)",surprise,0.65,0.57,0.5235848194253453
"(0.37, 0.48)",surprise,0.37,0.48,0.27207917435681384
"(0.7, 0.12)",surprise,0.7,0.12,0.470405062975019
"(0.07, 0.26)",joy,0.07,0.26,0.1760775422787054
"(0.04, 0.23)",surprise,0.04,0.23,0.20493000729008984
"(0.26, 0.51)",surprise,0.26,0.51,0.2719660615906827
"(0.3, 0.91)",surprise,0.3,0.91,0.6738070111741913
"(0.88, 0.18)",surprise,0.88,0.18,0.6379291892876974
"(0.58, 0.44)",surprise,0.58,0.44,0.3911608331599749
"(0.81, 0.28)",surprise,0.81,0.28,0.5667689803779716
"(0.46, 0.56)",surprise,0.46,0.56,0.38693318145242506
"(0.08, 0.26)",surprise,0.08,0.26,0.16615714248808083
"(0.75, 0.77)",surprise,0.75,0.77,0.7333521656046343
"(0.57, 0.47)",neutral,0.57,0.47,0.39924204436133515
"(0.35, 0.64)",surprise,0.35,0.64,0.4151019086937604
"(0.12, 0.59)",surprise,0.12,0.59,0.37301898213732954
"(0.39, 0.56)",neutral,0.39,0.56,0.3528215146141595
"(0.96, 0.32)",surprise,0.96,0.32,0.7198774761132543
"(0.3, 0.88)",surprise,0.3,0.88,0.6439127119534052
"(0.36, 0.14)",surprise,0.36,0.14,0.15157845548638024
"(0.89, 0.83)",surprise,0.89,0.83,0.8753619512236945
"(0.43, 0.51)",surprise,0.43,0.51,0.3287077051734014
"(0.05, 0.08)",surprise,0.05,0.08,0.2510770091650626
"(0.18, 0.61)",surprise,0.18,0.61,0.37713932455483673
"(0.48, 0.34)",joy,0.48,0.34,0.2562228601076852
"(0.23, 0.46)",surprise,0.23,0.46,0.22202929353717177
"(0.42, 0.77)",surprise,0.42,0.77,0.5596819278263938
"(0.04, 0.21)",surprise,0.04,0.21,0.20672389660215343
"(0.58, 0.43)",surprise,0.58,0.43,0.38610364951349074
"(0.54, 0.26)",surprise,0.54,0.26,0.2960293411555335
"(0.05, 0.25)",joy,0.05,0.25,0.1950967489589456
"(0.26, 0.25)",joy,0.26,0.25,0.019119065279114677
"(0.25, 0.37)",neutral,0.25,0.37,0.13164298052491333
"(0.12, 0.7)",surprise,0.12,0.7,0.4781021047571647
"(0.43, 0.19)",surprise,0.43,0.19,0.19147882404001867
"(0.54, 0.69)",joy,0.54,0.69,0.5394964761220004
"(0.14, 0.72)",surprise,0.14,0.72,0.49280112747898575
"(0.73, 0.63)",surprise,0.73,0.63,0.6235100956331402
"(0.59, 0.12)",surprise,0.59,0.12,0.36500284535697175
"(0.09, 0.65)",surprise,0.09,0.65,0.43967384628233175
"(0.42, 0.24)",surprise,0.42,0.24,0.1752515081381598
"(0.18, 0.05)",surprise,0.18,0.05,0.19927617319338906
"(0.05, 0.7)",surprise,0.05,0.7,0.5009464610504452
"(0.34, 0.34)",joy,0.34,0.34,0.13921789602357512
"(0.12, 0.65)",surprise,0.12,0.65,0.4300322969491766
"(0.63, 0.16)",surprise,0.63,0.16,0.39315357617773594
"(0.97, 0.5)",surprise,0.97,0.5,0.770961945801432
"(0.04, 0.01)",surprise,0.04,0.01,0.3067888277154062
"(0.09, 0.04)",joy,0.09,0.04,0.25166677974610874
"(0.84, 0.28)",surprise,0.84,0.28,0.5966923515794138
"(0.28, 0.24)",surprise,0.28,0.24,0.035278316798963476
"(0.57, 0.17)",anger,0.57,0.17,0.33237197996031703
"(0.3, 0.09)",anger,0.3,0.09,0.15840710648332598
"(0.15, 0.6)",surprise,0.15,0.6,0.37374940211353375
"(0.11, 0.18)",surprise,0.11,0.18,0.1468901884685831
"(0.51, 0.24)",joy,0.51,0.24,0.2652492168673744
"(0.32, 0.03)",surprise,0.32,0.03,0.22162577965930455
"(0.13, 0.3)",surprise,0.13,0.3,0.1302142405705184
"(0.19, 1.0)",surprise,0.19,1.0,0.7635043976497932
"(0.61, 0.74)",surprise,0.61,0.74,0.6204390055728024
"(0.38, 0.27)",joy,0.38,0.27,0.1388733897383756
"(0.27, 0.31)",surprise,0.27,0.31,0.07586204022208694
"(0.51, 0.34)",surprise,0.51,0.34,0.28401556182091103
"(0.21, 0.04)",surprise,0.21,0.04,0.201481784006688
"(0.12, 0.24)",surprise,0.12,0.24,0.1247647304242924
"(0.39, 0.8)",surprise,0.39,0.8,0.5800185192845924
"(0.07, 0.76)",surprise,0.07,0.76,0.5500379645382406
"(0.6, 0.5)",joy,0.6,0.5,0.4411362635204811
"(0.36, 0.79)",surprise,0.36,0.79,0.5634501115162163
"(0.17, 0.79)",surprise,0.17,0.79,0.5565815494378425
"(0.17, 0.71)",surprise,0.17,0.71,0.47742734246006024
"(0.46, 0.07)",surprise,0.46,0.07,0.2733305592157653
"(0.12, 0.31)",surprise,0.12,0.31,0.1438110655451484
"(0.98, 0.26)",surprise,0.98,0.26,0.7355601643919849
"(0.56, 0.21)",surprise,0.56,0.21,0.3165269575895919
"(0.52, 0.16)",surprise,0.52,0.16,0.2862095181986383
"(0.9, 0.27)",surprise,0.9,0.27,0.6560033260830102
"(0.79, 0.88)",surprise,0.79,0.88,0.8419402833663734
"(0.39, 0.04)",surprise,0.39,0.04,0.24593296073245158
"(0.16, 0.43)",surprise,0.16,0.43,0.20945270053652246
"(0.27, 0.52)",joy,0.27,0.52,0.28266800843535755
"(0.17, 0.09)",surprise,0.17,0.09,0.16622026056044858
"(0.11, 0.71)",surprise,0.11,0.71,0.49041563667883287
"(0.44, 0.81)",anger,0.44,0.81,0.6039674887511214
"(0.45, 0.34)",surprise,0.45,0.34,0.22898792266640858
"(0.4, 0.13)",surprise,0.4,0.13,0.18938014509564555
"(0.34, 0.92)",surprise,0.34,0.92,0.688161491190728
"(0.16, 0.08)",surprise,0.16,0.08,0.17970395289230306
"(0.38, 0.2)",joy,0.38,0.2,0.14060737449380864
"(0.72, 0.41)",joy,0.72,0.41,0.5052554019252338
"(0.18, 0.62)",surprise,0.18,0.62,0.3869946244542005
"(0.62, 0.18)",surprise,0.62,0.18,0.37977148104878306
"(0.62, 0.63)",surprise,0.62,0.63,0.5423200099596193
"(0.25, 0.42)",joy,0.25,0.42,0.1816142078013966
"(0.06, 0.36)",surprise,0.06,0.36,0.22114723172064915
"(0.13, 0.55)",surprise,0.13,0.55,0.33200147472050123
"(0.03, 0.07)",surprise,0.03,0.07,0.27294524192722885
"(0.12, 0.47)",surprise,0.12,0.47,0.26300937296138066
"(0.16, 0.31)",joy,0.16,0.31,0.11091078844193374
"(0.99, 0.12)",surprise,0.99,0.12,0.7546011405467724
"(0.25, 0.28)",surprise,0.25,0.28,0.04186826058674563
"(0.32, 0.88)",surprise,0.32,0.88,0.6459360423640866
"(0.29, 0.07)",surprise,0.29,0.07,0.17443158492081132
"(0.06, 0.67)",surprise,0.06,0.67,0.4694251210273611
"(0.05, 0.31)",surprise,0.05,0.31,0.20747856958964514
"(0.2, 0.01)",surprise,0.2,0.01,0.23280400874837803
"(0.48, 0.54)",surprise,0.48,0.54,0.38244677885576056
"(0.88, 0.53)",surprise,0.88,0.53,0.6989496216625215
"(0.22, 0.11)",surprise,0.22,0.11,0.13082503203438323
"(0.92, 0.36)",surprise,0.92,0.36,0.686095530606843
"(0.95, 0.76)",surprise,0.95,0.76,0.8771388326052723
"(0.49, 0.3)",surprise,0.49,0.3,0.2528477253676224
"(0.69, 0.35)",surprise,0.69,0.35,0.4590029634711837
"(0.78, 0.78)",surprise,0.78,0.78,0.7614137202221023
"(0.71, 0.11)",surprise,0.71,0.11,0.4826541713760044
"(0.58, 0.67)",surprise,0.58,0.67,0.5464563017351873
"(0.47, 0.13)",anger,0.47,0.13,0.24999821017501997
"(0.6, 0.47)",surprise,0.6,0.47,0.4240387898535977
"(0.85, 0.93)",joy,0.85,0.93,0.918992196668865
"(0.97, 0.97)",joy,0.97,0.97,1.0301109045729415
"(0.69, 0.65)",joy,0.69,0.65,0.6063058612601446
"(0.22, 0.26)",joy,0.22,0.26,0.032813525691943866
"(0.13, 0.39)",surprise,0.13,0.39,0.1900859582512078
"(0.7, 0.93)",surprise,0.7,0.93,0.8279331077839799
"(0.37, 0.18)",surprise,0.37,0.18,0.1382172210529809
"(0.24, 0.72)",surprise,0.24,0.72,0.4815619402460193
"(0.92, 0.9)",surprise,0.92,0.9,0.9452981622642794
"(0.72, 0.54)",surprise,0.72,0.54,0.5628348080694988
"(0.16, 0.74)",surprise,0.16,0.74,0.5086494666426853
"(0.94, 0.12)",surprise,0.94,0.12,0.7052647770802212
"(0.28, 0.09)",sadness,0.28,0.09,0.15258774909746053
"(0.16, 0.62)",surprise,0.16,0.62,0.39083890434123564
"(0.82, 0.35)",surprise,0.82,0.35,0.585958494126474
"(0.7, 0.05)",surprise,0.7,0.05,0.49271242998035575
"(0.58, 0.53)",joy,0.58,0.53,0.4442788769177855
"(0.08, 0.17)",joy,0.08,0.17,0.17841320837561697
"(0.59, 0.21)",surprise,0.59,0.21,0.34641593525068753
"(0.56, 0.11)",surprise,0.56,0.11,0.3404138989131187
"(0.37, 0.88)",surprise,0.37,0.88,0.6536496357755083
"(0.76, 0.15)",surprise,0.76,0.15,0.5227835131239411
"(0.73, 0.36)",surprise,0.73,0.36,0.5002340153624886
"(0.32, 0.62)",surprise,0.32,0.62,0.38888734978780065
"(0.16, 0.8)",surprise,0.16,0.8,0.5678986664014133
"(0.58, 0.26)",surprise,0.58,0.26,0.335935933244063
"(0.54, 0.04)",surprise,0.54,0.04,0.3557477304889746
"(0.21, 0.55)",neutral,0.21,0.55,0.3134711151856714
"(0.39, 0.05)",surprise,0.39,0.05,0.2379365260009459
"(0.75, 0.15)",surprise,0.75,0.15,0.5129305084407778
"(0.2, 0.07)",surprise,0.2,0.07,0.17430525486608334
"(0.69, 0.61)",surprise,0.69,0.61,0.5798997503666722
"(0.16, 0.05)",surprise,0.16,0.05,0.2066426940223423
"(0.57, 0.51)",neutral,0.57,0.51,0.42369480396730763
"(0.29, 0.7)",surprise,0.29,0.7,0.46375083758031926
"(0.79, 0.16)",surprise,0.79,0.16,0.5508611949844212
"(0.28, 0.1)",joy,0.28,0.1,0.1428768364900301
"(0.21, 0.33)",joy,0.21,0.33,0.09791433489957113
"(0.58, 0.11)",surprise,0.58,0.11,0.35901450219040054
"(0.22, 0.07)",surprise,0.22,0.07,0.17027070236455968
"(0.31, 0.16)",joy,0.31,0.16,0.10204455450782024
"(0.28, 0.28)",anger,0.28,0.28,0.05447601820292076
"(0.29, 0.11)",surprise,0.29,0.11,0.1361963829955228
"(0.39, 0.54)",surprise,0.39,0.54,0.3346961050163134
"(0.98, 0.37)",surprise,0.98,0.37,0.7469184808122137
"(0.33, 0.68)",surprise,0.33,0.68,0.44969198493467694
"(0.77, 0.35)",neutral,0.77,0.35,0.5369570572350173
"(0.42, 0.56)",surprise,0.42,0.56,0.36619353693001583
"(0.76, 0.07)",surprise,0.76,0.07,0.5420852771917497
"(0.77, 0.59)",surprise,0.77,0.59,0.6320295427058383
"(0.18, 0.06)",surprise,0.18,0.06,0.18984668138624608
"(0.47, 0.12)",anger,0.47,0.12,0.2544962393827151
"(0.41, 0.63)",surprise,0.41,0.63,0.42498023012818414
"(0.48, 0.44)",sadness,0.48,0.44,0.30977063506642255
"(0.42, 0.67)",surprise,0.42,0.67,0.4657640690604809
"(0.03, 0.14)",surprise,0.03,0.14,0.23625090413816008
"(0.95, 0.41)",surprise,0.95,0.41,0.7258068672775264
"(0.66, 0.33)",surprise,0.66,0.33,0.42521464779462276
"(0.14, 0.03)",surprise,0.14,0.03,0.23330210955214853
"(0.22, 0.43)",joy,0.22,0.43,0.19313157274617937
"(0.98, 0.15)",surprise,0.98,0.15,0.7405472934944143
"(0.85, 0.49)",surprise,0.85,0.49,0.6554333004848164
"(0.12, 0.3)",surprise,0.12,0.3,0.13910734467475733
"(0.27, 0.85)",surprise,0.27,0.85,0.6120593007284474
"(0.92, 0.75)",neutral,0.92,0.75,0.8471287252352416
"(0.24, 0.03)",surprise,0.24,0.03,0.20851576767821126
"(0.63, 0.63)",surprise,0.63,0.63,0.5492867086572336
